item_id	kind	donor_crate	donor_path	status	successor_location	evidence	rationale
api:engine-rs/crates/tools/asset-import/src/artifacts.rs:191:render_artifacts	api	asset-import	engine-rs/crates/tools/asset-import/src/artifacts.rs	adapted	rust/crates/asset-import/src/artifact.rs	rust/crates/asset-import/tests/offline_import.rs	Deterministic catalog and static-mesh bytes use the canonical successor codecs and renderer model. Exact api item: fn:render_artifacts.
file:engine-rs/crates/tools/asset-import/src/bin/asha_import.rs	file	asset-import	engine-rs/crates/tools/asset-import/src/bin/asha_import.rs	adapted	rust/crates/asset-import/src/bin/rusty_asset_import.rs	cargo run -p asset-import --bin rusty-asset-import --	The renamed CLI exposes plan, write, sidecar initialization, and validation without Asha runtime or project commands. Exact file item: -.
file:engine-rs/crates/tools/asset-import/src/cli.rs	file	asset-import	engine-rs/crates/tools/asset-import/src/cli.rs	adapted	rust/crates/asset-import/src/plan.rs rust/crates/asset-import/src/publish.rs rust/crates/asset-import/src/bin/rusty_asset_import.rs	rust/crates/asset-import/tests/offline_import.rs	Filesystem-free dry-run planning and verified whole-directory publication replace per-file swaps, preventing partial output on failure. Exact file item: -.
api:engine-rs/crates/tools/asset-import/src/cli.rs:24:Mode	api	asset-import	engine-rs/crates/tools/asset-import/src/cli.rs	adapted	rust/crates/asset-import/src/plan.rs rust/crates/asset-import/src/publish.rs rust/crates/asset-import/src/bin/rusty_asset_import.rs	rust/crates/asset-import/tests/offline_import.rs	Filesystem-free dry-run planning and verified whole-directory publication replace per-file swaps, preventing partial output on failure. Exact api item: enum:Mode.
api:engine-rs/crates/tools/asset-import/src/cli.rs:34:ImportPlan	api	asset-import	engine-rs/crates/tools/asset-import/src/cli.rs	adapted	rust/crates/asset-import/src/plan.rs rust/crates/asset-import/src/publish.rs rust/crates/asset-import/src/bin/rusty_asset_import.rs	rust/crates/asset-import/tests/offline_import.rs	Filesystem-free dry-run planning and verified whole-directory publication replace per-file swaps, preventing partial output on failure. Exact api item: struct:ImportPlan.
api:engine-rs/crates/tools/asset-import/src/cli.rs:51:output_paths	api	asset-import	engine-rs/crates/tools/asset-import/src/cli.rs	adapted	rust/crates/asset-import/src/plan.rs rust/crates/asset-import/src/publish.rs rust/crates/asset-import/src/bin/rusty_asset_import.rs	rust/crates/asset-import/tests/offline_import.rs	Filesystem-free dry-run planning and verified whole-directory publication replace per-file swaps, preventing partial output on failure. Exact api item: fn:output_paths.
api:engine-rs/crates/tools/asset-import/src/cli.rs:62:plan	api	asset-import	engine-rs/crates/tools/asset-import/src/cli.rs	adapted	rust/crates/asset-import/src/plan.rs rust/crates/asset-import/src/publish.rs rust/crates/asset-import/src/bin/rusty_asset_import.rs	rust/crates/asset-import/tests/offline_import.rs	Filesystem-free dry-run planning and verified whole-directory publication replace per-file swaps, preventing partial output on failure. Exact api item: fn:plan.
api:engine-rs/crates/tools/asset-import/src/cli.rs:182:run	api	asset-import	engine-rs/crates/tools/asset-import/src/cli.rs	adapted	rust/crates/asset-import/src/plan.rs rust/crates/asset-import/src/publish.rs rust/crates/asset-import/src/bin/rusty_asset_import.rs	rust/crates/asset-import/tests/offline_import.rs	Filesystem-free dry-run planning and verified whole-directory publication replace per-file swaps, preventing partial output on failure. Exact api item: fn:run.
test:engine-rs/crates/tools/asset-import/src/cli.rs:plan_is_deterministic_and_filesystem_free	test	asset-import	engine-rs/crates/tools/asset-import/src/cli.rs	adapted	rust/crates/asset-import/src/plan.rs rust/crates/asset-import/src/publish.rs rust/crates/asset-import/src/bin/rusty_asset_import.rs	rust/crates/asset-import/tests/offline_import.rs	Filesystem-free dry-run planning and verified whole-directory publication replace per-file swaps, preventing partial output on failure. Exact test item: plan_is_deterministic_and_filesystem_free.
test:engine-rs/crates/tools/asset-import/src/cli.rs:a_failed_import_plans_no_artifacts	test	asset-import	engine-rs/crates/tools/asset-import/src/cli.rs	adapted	rust/crates/asset-import/src/plan.rs rust/crates/asset-import/src/publish.rs rust/crates/asset-import/src/bin/rusty_asset_import.rs	rust/crates/asset-import/tests/offline_import.rs	Filesystem-free dry-run planning and verified whole-directory publication replace per-file swaps, preventing partial output on failure. Exact test item: a_failed_import_plans_no_artifacts.
test:engine-rs/crates/tools/asset-import/src/cli.rs:write_mode_emits_the_deterministic_files	test	asset-import	engine-rs/crates/tools/asset-import/src/cli.rs	adapted	rust/crates/asset-import/src/plan.rs rust/crates/asset-import/src/publish.rs rust/crates/asset-import/src/bin/rusty_asset_import.rs	rust/crates/asset-import/tests/offline_import.rs	Filesystem-free dry-run planning and verified whole-directory publication replace per-file swaps, preventing partial output on failure. Exact test item: write_mode_emits_the_deterministic_files.
test:engine-rs/crates/tools/asset-import/src/cli.rs:dry_run_writes_nothing	test	asset-import	engine-rs/crates/tools/asset-import/src/cli.rs	adapted	rust/crates/asset-import/src/plan.rs rust/crates/asset-import/src/publish.rs rust/crates/asset-import/src/bin/rusty_asset_import.rs	rust/crates/asset-import/tests/offline_import.rs	Filesystem-free dry-run planning and verified whole-directory publication replace per-file swaps, preventing partial output on failure. Exact test item: dry_run_writes_nothing.
test:engine-rs/crates/tools/asset-import/src/cli.rs:reimport_of_unchanged_source_reports_noop	test	asset-import	engine-rs/crates/tools/asset-import/src/cli.rs	adapted	rust/crates/asset-import/src/plan.rs rust/crates/asset-import/src/publish.rs rust/crates/asset-import/src/bin/rusty_asset_import.rs	rust/crates/asset-import/tests/offline_import.rs	Filesystem-free dry-run planning and verified whole-directory publication replace per-file swaps, preventing partial output on failure. Exact test item: reimport_of_unchanged_source_reports_noop.
test:engine-rs/crates/tools/asset-import/src/cli.rs:a_failed_import_writes_no_files	test	asset-import	engine-rs/crates/tools/asset-import/src/cli.rs	adapted	rust/crates/asset-import/src/plan.rs rust/crates/asset-import/src/publish.rs rust/crates/asset-import/src/bin/rusty_asset_import.rs	rust/crates/asset-import/tests/offline_import.rs	Filesystem-free dry-run planning and verified whole-directory publication replace per-file swaps, preventing partial output on failure. Exact test item: a_failed_import_writes_no_files.
file:engine-rs/crates/tools/asset-import/src/diagnostic.rs	file	asset-import	engine-rs/crates/tools/asset-import/src/diagnostic.rs	adapted	rust/crates/asset-import/src/diagnostic.rs	rust/crates/asset-import/tests/offline_import.rs	Stable severity, codes, loci, messages, and remedies remain local to the importer. Exact file item: -.
api:engine-rs/crates/tools/asset-import/src/diagnostic.rs:11:ImportSeverity	api	asset-import	engine-rs/crates/tools/asset-import/src/diagnostic.rs	adapted	rust/crates/asset-import/src/diagnostic.rs	rust/crates/asset-import/tests/offline_import.rs	Stable severity, codes, loci, messages, and remedies remain local to the importer. Exact api item: enum:ImportSeverity.
api:engine-rs/crates/tools/asset-import/src/diagnostic.rs:17:label	api	asset-import	engine-rs/crates/tools/asset-import/src/diagnostic.rs	adapted	rust/crates/asset-import/src/diagnostic.rs	rust/crates/asset-import/tests/offline_import.rs	Stable severity, codes, loci, messages, and remedies remain local to the importer. Exact api item: fn:label.
api:engine-rs/crates/tools/asset-import/src/diagnostic.rs:27:ImportCode	api	asset-import	engine-rs/crates/tools/asset-import/src/diagnostic.rs	adapted	rust/crates/asset-import/src/diagnostic.rs	rust/crates/asset-import/tests/offline_import.rs	Stable severity, codes, loci, messages, and remedies remain local to the importer. Exact api item: enum:ImportCode.
api:engine-rs/crates/tools/asset-import/src/diagnostic.rs:51:label	api	asset-import	engine-rs/crates/tools/asset-import/src/diagnostic.rs	adapted	rust/crates/asset-import/src/diagnostic.rs	rust/crates/asset-import/tests/offline_import.rs	Stable severity, codes, loci, messages, and remedies remain local to the importer. Exact api item: fn:label.
api:engine-rs/crates/tools/asset-import/src/diagnostic.rs:69:ImportDiagnostic	api	asset-import	engine-rs/crates/tools/asset-import/src/diagnostic.rs	adapted	rust/crates/asset-import/src/diagnostic.rs	rust/crates/asset-import/tests/offline_import.rs	Stable severity, codes, loci, messages, and remedies remain local to the importer. Exact api item: struct:ImportDiagnostic.
api:engine-rs/crates/tools/asset-import/src/diagnostic.rs:81:error	api	asset-import	engine-rs/crates/tools/asset-import/src/diagnostic.rs	adapted	rust/crates/asset-import/src/diagnostic.rs	rust/crates/asset-import/tests/offline_import.rs	Stable severity, codes, loci, messages, and remedies remain local to the importer. Exact api item: fn:error.
api:engine-rs/crates/tools/asset-import/src/diagnostic.rs:96:warning	api	asset-import	engine-rs/crates/tools/asset-import/src/diagnostic.rs	adapted	rust/crates/asset-import/src/diagnostic.rs	rust/crates/asset-import/tests/offline_import.rs	Stable severity, codes, loci, messages, and remedies remain local to the importer. Exact api item: fn:warning.
api:engine-rs/crates/tools/asset-import/src/diagnostic.rs:111:is_error	api	asset-import	engine-rs/crates/tools/asset-import/src/diagnostic.rs	adapted	rust/crates/asset-import/src/diagnostic.rs	rust/crates/asset-import/tests/offline_import.rs	Stable severity, codes, loci, messages, and remedies remain local to the importer. Exact api item: fn:is_error.
api:engine-rs/crates/tools/asset-import/src/diagnostic.rs:116:render	api	asset-import	engine-rs/crates/tools/asset-import/src/diagnostic.rs	adapted	rust/crates/asset-import/src/diagnostic.rs	rust/crates/asset-import/tests/offline_import.rs	Stable severity, codes, loci, messages, and remedies remain local to the importer. Exact api item: fn:render.
file:engine-rs/crates/tools/asset-import/src/fingerprint.rs	file	asset-import	engine-rs/crates/tools/asset-import/src/fingerprint.rs	adapted	rust/crates/asset-import/src/fingerprint.rs	rust/crates/asset-import/tests/offline_import.rs	SHA-256 source and artifact provenance replaces the donor short FNV fingerprint. Exact file item: -.
api:engine-rs/crates/tools/asset-import/src/fingerprint.rs:14:fnv1a_64	api	asset-import	engine-rs/crates/tools/asset-import/src/fingerprint.rs	adapted	rust/crates/asset-import/src/fingerprint.rs	rust/crates/asset-import/tests/offline_import.rs	SHA-256 source and artifact provenance replaces the donor short FNV fingerprint. Exact api item: fn:fnv1a_64.
api:engine-rs/crates/tools/asset-import/src/fingerprint.rs:24:fingerprint_hex	api	asset-import	engine-rs/crates/tools/asset-import/src/fingerprint.rs	adapted	rust/crates/asset-import/src/fingerprint.rs	rust/crates/asset-import/tests/offline_import.rs	SHA-256 source and artifact provenance replaces the donor short FNV fingerprint. Exact api item: fn:fingerprint_hex.
api:engine-rs/crates/tools/asset-import/src/fingerprint.rs:29:fingerprint_hash	api	asset-import	engine-rs/crates/tools/asset-import/src/fingerprint.rs	adapted	rust/crates/asset-import/src/fingerprint.rs	rust/crates/asset-import/tests/offline_import.rs	SHA-256 source and artifact provenance replaces the donor short FNV fingerprint. Exact api item: fn:fingerprint_hash.
test:engine-rs/crates/tools/asset-import/src/fingerprint.rs:is_deterministic_and_well_formed	test	asset-import	engine-rs/crates/tools/asset-import/src/fingerprint.rs	adapted	rust/crates/asset-import/src/fingerprint.rs	rust/crates/asset-import/tests/offline_import.rs	SHA-256 source and artifact provenance replaces the donor short FNV fingerprint. Exact test item: is_deterministic_and_well_formed.
test:engine-rs/crates/tools/asset-import/src/fingerprint.rs:parses_as_an_asset_hash	test	asset-import	engine-rs/crates/tools/asset-import/src/fingerprint.rs	adapted	rust/crates/asset-import/src/fingerprint.rs	rust/crates/asset-import/tests/offline_import.rs	SHA-256 source and artifact provenance replaces the donor short FNV fingerprint. Exact test item: parses_as_an_asset_hash.
file:engine-rs/crates/tools/asset-import/src/fixtures.rs	file	asset-import	engine-rs/crates/tools/asset-import/src/fixtures.rs	obsolete	rust/crates/asset-import/tests/offline_import.rs	rust/crates/asset-import/tests/offline_import.rs	Asha fixture generation is removed; focused inline donor-regression sources cover the supported boundary. Exact file item: -.
api:engine-rs/crates/tools/asset-import/src/fixtures.rs:7:VALID_TRIANGLE	api	asset-import	engine-rs/crates/tools/asset-import/src/fixtures.rs	obsolete	rust/crates/asset-import/tests/offline_import.rs	rust/crates/asset-import/tests/offline_import.rs	Asha fixture generation is removed; focused inline donor-regression sources cover the supported boundary. Exact api item: const:VALID_TRIANGLE.
api:engine-rs/crates/tools/asset-import/src/fixtures.rs:21:VALID_QUAD	api	asset-import	engine-rs/crates/tools/asset-import/src/fixtures.rs	obsolete	rust/crates/asset-import/tests/offline_import.rs	rust/crates/asset-import/tests/offline_import.rs	Asha fixture generation is removed; focused inline donor-regression sources cover the supported boundary. Exact api item: const:VALID_QUAD.
api:engine-rs/crates/tools/asset-import/src/fixtures.rs:39:UNSUPPORTED_FEATURE	api	asset-import	engine-rs/crates/tools/asset-import/src/fixtures.rs	obsolete	rust/crates/asset-import/tests/offline_import.rs	rust/crates/asset-import/tests/offline_import.rs	Asha fixture generation is removed; focused inline donor-regression sources cover the supported boundary. Exact api item: const:UNSUPPORTED_FEATURE.
api:engine-rs/crates/tools/asset-import/src/fixtures.rs:49:BAD_TOPOLOGY	api	asset-import	engine-rs/crates/tools/asset-import/src/fixtures.rs	obsolete	rust/crates/asset-import/tests/offline_import.rs	rust/crates/asset-import/tests/offline_import.rs	Asha fixture generation is removed; focused inline donor-regression sources cover the supported boundary. Exact api item: const:BAD_TOPOLOGY.
file:engine-rs/crates/tools/asset-import/src/import.rs	file	asset-import	engine-rs/crates/tools/asset-import/src/import.rs	adapted	rust/crates/asset-import/src/importer.rs	rust/crates/asset-import/tests/offline_import.rs	Triangle, stream, index, group, material, texture, collision, scale, and descriptor behavior now produces render-model and asset-catalog values directly. Exact file item: -.
api:engine-rs/crates/tools/asset-import/src/import.rs:28:ImportContext	api	asset-import	engine-rs/crates/tools/asset-import/src/import.rs	adapted	rust/crates/asset-import/src/importer.rs	rust/crates/asset-import/tests/offline_import.rs	Triangle, stream, index, group, material, texture, collision, scale, and descriptor behavior now produces render-model and asset-catalog values directly. Exact api item: struct:ImportContext.
api:engine-rs/crates/tools/asset-import/src/import.rs:37:with_textures	api	asset-import	engine-rs/crates/tools/asset-import/src/import.rs	adapted	rust/crates/asset-import/src/importer.rs	rust/crates/asset-import/tests/offline_import.rs	Triangle, stream, index, group, material, texture, collision, scale, and descriptor behavior now produces render-model and asset-catalog values directly. Exact api item: fn:with_textures.
api:engine-rs/crates/tools/asset-import/src/import.rs:53:ImportedAssets	api	asset-import	engine-rs/crates/tools/asset-import/src/import.rs	adapted	rust/crates/asset-import/src/importer.rs	rust/crates/asset-import/tests/offline_import.rs	Triangle, stream, index, group, material, texture, collision, scale, and descriptor behavior now produces render-model and asset-catalog values directly. Exact api item: struct:ImportedAssets.
api:engine-rs/crates/tools/asset-import/src/import.rs:61:ImportOutcome	api	asset-import	engine-rs/crates/tools/asset-import/src/import.rs	adapted	rust/crates/asset-import/src/importer.rs	rust/crates/asset-import/tests/offline_import.rs	Triangle, stream, index, group, material, texture, collision, scale, and descriptor behavior now produces render-model and asset-catalog values directly. Exact api item: struct:ImportOutcome.
api:engine-rs/crates/tools/asset-import/src/import.rs:67:has_errors	api	asset-import	engine-rs/crates/tools/asset-import/src/import.rs	adapted	rust/crates/asset-import/src/importer.rs	rust/crates/asset-import/tests/offline_import.rs	Triangle, stream, index, group, material, texture, collision, scale, and descriptor behavior now produces render-model and asset-catalog values directly. Exact api item: fn:has_errors.
api:engine-rs/crates/tools/asset-import/src/import.rs:148:import	api	asset-import	engine-rs/crates/tools/asset-import/src/import.rs	adapted	rust/crates/asset-import/src/importer.rs	rust/crates/asset-import/tests/offline_import.rs	Triangle, stream, index, group, material, texture, collision, scale, and descriptor behavior now produces render-model and asset-catalog values directly. Exact api item: fn:import.
api:engine-rs/crates/tools/asset-import/src/import.rs:156:import_with_context	api	asset-import	engine-rs/crates/tools/asset-import/src/import.rs	adapted	rust/crates/asset-import/src/importer.rs	rust/crates/asset-import/tests/offline_import.rs	Triangle, stream, index, group, material, texture, collision, scale, and descriptor behavior now produces render-model and asset-catalog values directly. Exact api item: fn:import_with_context.
file:engine-rs/crates/tools/asset-import/src/json.rs	file	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact file item: -.
api:engine-rs/crates/tools/asset-import/src/json.rs:13:Json	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: enum:Json.
api:engine-rs/crates/tools/asset-import/src/json.rs:24:parse	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:parse.
api:engine-rs/crates/tools/asset-import/src/json.rs:37:get	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:get.
api:engine-rs/crates/tools/asset-import/src/json.rs:45:keys	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:keys.
api:engine-rs/crates/tools/asset-import/src/json.rs:52:as_str	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:as_str.
api:engine-rs/crates/tools/asset-import/src/json.rs:59:as_f64	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:as_f64.
api:engine-rs/crates/tools/asset-import/src/json.rs:66:as_u64	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:as_u64.
api:engine-rs/crates/tools/asset-import/src/json.rs:73:as_array	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:as_array.
api:engine-rs/crates/tools/asset-import/src/json.rs:80:is_null	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:is_null.
api:engine-rs/crates/tools/asset-import/src/json.rs:247:JsonWriter	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: struct:JsonWriter.
api:engine-rs/crates/tools/asset-import/src/json.rs:253:new	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:new.
api:engine-rs/crates/tools/asset-import/src/json.rs:258:finish	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:finish.
api:engine-rs/crates/tools/asset-import/src/json.rs:273:number	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:number.
api:engine-rs/crates/tools/asset-import/src/json.rs:299:begin_object	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:begin_object.
api:engine-rs/crates/tools/asset-import/src/json.rs:305:end_object	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:end_object.
api:engine-rs/crates/tools/asset-import/src/json.rs:316:field_str	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:field_str.
api:engine-rs/crates/tools/asset-import/src/json.rs:324:field_opt_str	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:field_opt_str.
api:engine-rs/crates/tools/asset-import/src/json.rs:336:number_f32	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:number_f32.
api:engine-rs/crates/tools/asset-import/src/json.rs:345:field_f32	api	asset-import	engine-rs/crates/tools/asset-import/src/json.rs	adapted	rust/crates/asset-import/src/source.rs rust/crates/asset-import/src/artifact.rs rust/crates/asset-import/src/manifest.rs rust/crates/asset-import/src/sidecar.rs	rust/crates/asset-import/tests/offline_import.rs	The custom parser and writer are replaced by strict serde DTOs and canonical owner codecs with trailing-input rejection. Exact api item: fn:field_f32.
