path	disposition	successor	proof	notes
governance/architecture.md	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
governance/boundary-rules.md	adopted	docs/design.md	scripts/audit-standalone.sh	The useful negative boundary evidence is retained without donor governance topology.
governance/change-amplification.json	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
governance/dependency-policy.toml	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
governance/ownership.toml	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
governance/upstream-asha.toml	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
package-lock.json	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
package.json	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
packages/authoring/README.md	excluded	none	docs/migration/donor-provenance.md	Repository topology or product-specific behavior was not transferred.
packages/authoring/dist/builders.d.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/builders.d.ts.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/builders.js	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/builders.js.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/canonical.d.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/canonical.d.ts.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/canonical.js	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/canonical.js.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/catalogs.d.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/catalogs.d.ts.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/catalogs.js	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/catalogs.js.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/content-pack-builders.d.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/content-pack-builders.d.ts.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/content-pack-builders.js	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/content-pack-builders.js.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/content-patch-builders.d.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/content-patch-builders.d.ts.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/content-patch-builders.js	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/content-patch-builders.js.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/index.d.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/index.d.ts.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/index.js	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/index.js.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/low-level.d.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/low-level.d.ts.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/low-level.js	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/low-level.js.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/normalize.d.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/normalize.d.ts.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/normalize.js	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/normalize.js.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/play-bundle-compiler.d.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/play-bundle-compiler.d.ts.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/play-bundle-compiler.js	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/play-bundle-compiler.js.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/play-bundle-types.d.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/play-bundle-types.d.ts.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/play-bundle-types.js	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/play-bundle-types.js.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/ruleset-builders.d.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/ruleset-builders.d.ts.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/ruleset-builders.js	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/ruleset-builders.js.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/scenario-builders.d.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/scenario-builders.d.ts.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/scenario-builders.js	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/scenario-builders.js.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/types.d.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/types.d.ts.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/types.js	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/dist/types.js.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/package.json	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
packages/authoring/src/builders.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/src/canonical.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/src/catalogs.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/src/content-pack-builders.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/src/content-patch-builders.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/src/index.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/src/low-level.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/src/normalize.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/src/play-bundle-compiler.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/src/play-bundle-types.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/src/ruleset-builders.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/src/scenario-builders.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/src/types.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/test/action-procedures.test.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/test/authoring.test.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/test/catalog-authoring.test.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/test/contract-split.test.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/test/ruleset-materialization.test.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/test/ruleset-packages.test.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/test/test-ruleset.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/test/type-contracts.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/authoring/tsconfig.json	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
packages/ir/README.md	excluded	none	docs/migration/donor-provenance.md	Repository topology or product-specific behavior was not transferred.
packages/ir/dist/generated-vocabulary.d.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/ir/dist/generated-vocabulary.d.ts.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/ir/dist/generated-vocabulary.js	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/ir/dist/generated-vocabulary.js.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/ir/dist/index.d.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/ir/dist/index.d.ts.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/ir/dist/index.js	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/ir/dist/index.js.map	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/ir/package.json	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
packages/ir/src/generated-vocabulary.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/ir/src/index.ts	excluded	none	docs/migration/donor-provenance.md	TypeScript authoring, generated vocabulary, package compiler, and cross-language IR authority are deliberately excluded.
packages/ir/tsconfig.json	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
scripts/check-authoring-boundary.mjs	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
scripts/check-authoring-boundary.test.mjs	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
scripts/check-governance.mjs	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
scripts/check-governance.test.mjs	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
scripts/generate-ir-vocabulary.mjs	excluded	none	docs/migration/donor-provenance.md	Generated-source and vocabulary-codegen paths are deliberately excluded.
scripts/report-change-amplification.mjs	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
scripts/report-change-amplification.test.mjs	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
tsconfig.base.json	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
tsconfig.test.json	excluded	none	docs/migration/donor-provenance.md	Donor repository governance, build, package, and CI infrastructure are not Engine runtime behavior.
